Car ID,Brand,Model,Price,Kilométrage,Année,Carrosserie,Boite vitesse,Cylindrée,Nombre de portes,Puissance fiscale,Transmission,Énergie
104154,mercedes-benz,CL,48000.0,100000.0,2014.0,SUV/4x4,Manuelle,1600.0,50.0,7.0,Traction,Essence
103862,mercedes-benz,CL,173000.0,50000.0,2019.0,Coupé,Automatique,1599.0,30.0,9.0,Traction,Essence
103543,mercedes-benz,CL,119000.0,160000.0,2011.0,Berline,Automatique,2500.0,50.0,11.0,Traction,Diesel
103541,mercedes-benz,GL,185000.0,40000.0,2022.0,SUV/4x4,Automatique,1599.0,50.0,7.0,Traction,Essence
103333,mercedes-benz,GL,189000.0,190000.0,2017.0,SUV/4x4,Automatique,2143.0,50.0,9.0,Traction,Diesel
103316,mercedes-benz,CL,89000.0,170000.0,2016.0,Berline,Automatique,1599.0,50.0,8.0,Traction,Essence
103286,mercedes-benz,GL,278000.0,69000.0,2020.0,SUV/4x4,Automatique,2000.0,50.0,12.0,Traction,Hybride
103275,mercedes-benz,CL,135000.0,90000.0,2018.0,Berline,Automatique,1599.0,50.0,9.0,Traction,Essence
102697,mercedes-benz,CL,291800.0,8000.0,2022.0,Berline,Automatique,1599.0,50.0,9.0,Traction,Essence
102360,mercedes-benz,CL,158000.0,20000.0,2022.0,Citadine,Automatique,1599.0,50.0,8.0,Traction,Essence
102252,mercedes-benz,CL,99000.0,160000.0,2014.0,Berline,Automatique,1599.0,50.0,9.0,Traction,Essence
101206,mercedes-benz,CL,51000.0,330000.0,2010.0,Berline,Automatique,1999.0,50.0,10.0,Traction,Essence
101205,mercedes-benz,CL,77000.0,330000.0,2011.0,Berline,Automatique,2199.0,50.0,9.0,Traction,Diesel
101152,mercedes-benz,CL,240000.0,16000.0,2023.0,Berline,Automatique,1599.0,50.0,9.0,Traction,Essence
101148,mercedes-benz,CL,81000.0,163000.0,2014.0,Citadine,Automatique,1599.0,50.0,7.0,Traction,Essence
100970,mercedes-benz,CL,169000.0,30000.0,2021.0,Citadine,Automatique,1599.0,50.0,7.0,Traction,Essence
100960,mercedes-benz,CL,98000.0,50000.0,2019.0,Citadine,Automatique,1599.0,50.0,6.0,Traction,Diesel
100773,mercedes-benz,CL,205000.0,40000.0,2022.0,Berline,Automatique,1600.0,50.0,9.0,Traction,Essence
100604,mercedes-benz,CL,264200.0,50000.0,2022.0,Berline,Automatique,1399.0,50.0,9.0,Traction,Essence
100524,mercedes-benz,CL,79000.0,240000.0,2013.0,Citadine,Automatique,2143.0,50.0,9.0,Traction,Diesel
100182,mercedes-benz,CL,78000.0,170000.0,2008.0,Berline,Automatique,3450.0,50.0,19.0,Traction,Essence
99834,mercedes-benz,CL,179000.0,40000.0,2019.0,Coupé,Automatique,1599.0,30.0,9.0,Traction,Essence
99646,mercedes-benz,CL,208000.0,40000.0,2022.0,Berline,Automatique,1500.0,50.0,9.0,Traction,Essence
99497,mercedes-benz,CL,169000.0,20000.0,2020.0,Citadine,Automatique,1599.0,50.0,7.0,Traction,Essence
