Brand,Model,ID,Price,Motorisation,Specifications
mercedes-benz,ml,108682,57 379        DT,"{'Moteur': '316i 1.6 i 16V', 'Puissance': '116 ch dyn', 'Énergie': 'Essence', 'Boite vitesse': 'Manuelle', 'Puissance fiscale': '7 cv', 'Transmission': 'Traction', 'Cylindrée': '1598 cm³'}","{'Marque': 'BMW', 'Modèle': 'Série 3', 'Génération': '(E90) LCI Berline10/2008 - 12/2010', 'Couleur extérieure': 'Rouge', 'Couleur intérieure': 'Beige', 'Sellerie': 'Similicuir', 'Nombre de places': '5', 'Nombre de portes': '4'}"
