Boite vitesse,Brand,Car ID,Carrosserie,Couleur extérieure,Couleur intérieure,Cylindrée,Date de l'annonce,Gouvernorat,Génération,Kilométrage,Marque,Mise en circulation,Model,Modèle,Moteur,Nombre de places,Nombre de portes,Price,Puissance,Puissance cumulée,Puissance fiscale,Puissance thermique,Sellerie,Transmission,Énergie
Automatique,kia,105468,SUV/4x4,Autre,Noir,1999cm³,19.12.2024,Tunis,V12/2021 - Aujourd'hui,40 000km,KIA,07.2023,sportage,Sportage,,5,4,149 000DT,,,10cv,,Cuir intégral,Intégrale,Hybride essence
Automatique,kia,109076,Compacte,Blanc,Noir,1000cm³,19.12.2024,Tunis,V12/2021 - Aujourd'hui,30 000km,KIA,03.2022,sportage,Sportage,1.6 T-GDI 16V Mhev 4x2 DCT7,4,4,122 000DT,150ch dyn,,10cv,,Tissu,Traction,Essence
Manuelle,kia,107288,Compacte,Gris anthracite,Noir,1198cm³,19.12.2024,Tunis,IV Phase 209/2020 - Aujourd'hui,84 000km,KIA,08.2021,rio-5p,Rio 5p,1.2 i-CVVT 16V ISG,5,5,51 500DT,84ch dyn,,5cv,,Tissu,Traction,Essence
Manuelle,kia,106747,Compacte,Noir,Gris,1398cm³,19.12.2024,Tunis,,178 000km,KIA,01.2019,ceed,Cee'd,,5,5,52 000DT,,,6cv,,Tissu,Traction,Essence
Manuelle,kia,108510,Compacte,Bleu,Noir,1198cm³,19.12.2024,Tunis,IV Phase 209/2020 - Aujourd'hui,124 000km,KIA,09.2021,rio-5p,Rio 5p,1.2 i-CVVT 16V ISG,5,5,49 800DT,84ch dyn,,5cv,,Tissu,Traction,Essence
Automatique,kia,108188,SUV/4x4,Gris Shark,Noir,2200cm³,19.12.2024,Tunis,III01/2015 - 02/2020,352 000km,KIA,05.2015,sorento,Sorento,2.2 CRDi AWD 16V 5p,5,5,72 000DT,200ch dyn,,12cv,,Cuir intégral,Traction,Diesel
Manuelle,kia,108686,Compacte,Blanc,Noir,1198cm³,19.12.2024,Tunis,IV Phase 209/2020 - Aujourd'hui,72 000km,KIA,08.2021,rio-5p,Rio 5p,1.2 i-CVVT 16V ISG,5,5,65 000DT,84ch dyn,,5cv,,Cuir partiel,Traction,Essence
Automatique,kia,107365,SUV/4x4,Blanc,Marron,1600cm³,19.12.2024,Tunis,IV Phase 109/2015 - 07/2018,96 000km,KIA,06.2018,sportage,Sportage,1.6 T-GDi 16V 4x4 DCT7,5,5,75 000DT,177ch dyn,,8cv,,Cuir partiel,Traction,Essence
Automatique,kia,109422,Berline,Gris Shark,Gris,1599cm³,18.12.2024,Gabès,,250 000km,KIA,06.2014,cerato,Cerato,,5,5,38 500DT,,,8cv,,Tissu,Intégrale,Essence
Automatique,kia,108224,SUV/4x4,Blanc,Noir,1685cm³,18.12.2024,Sfax,IV Phase 109/2015 - 07/2018,139 000km,KIA,05.2018,sportage,Sportage,2 l Diesel,5,5,91 000DT,178ch dyn,,7cv,,Cuir partiel,Traction,Diesel
Automatique,kia,109071,SUV/4x4,Blanc,Marron,2000cm³,18.12.2024,Tunis,IV Phase 109/2015 - 07/2018,155 000km,KIA,01.2017,sportage,Sportage,2.0 CRDi VGT 16V 4x4,5,5,92 000DT,136ch dyn,,10cv,,Similicuir,Traction,Diesel
Automatique,kia,100885,SUV/4x4,Noir,Noir,2000cm³,18.12.2024,Tunis,IV Phase 109/2015 - 07/2018,140 000km,KIA,01.2018,sportage,Sportage,2.0 CRDi VGT 16V 4x4,5,5,118 000DT,185ch dyn,,10cv,,Similicuir,Traction,Diesel
Automatique,kia,108102,SUV/4x4,Gris anthracite,Noir,1599cm³,18.12.2024,Ariana,V12/2021 - Aujourd'hui,37 000km,KIA,10.2022,sportage,Sportage,1.6 T-GDI 16V Mhev 4x4 DCT7,5,5,139 000DT,150ch dyn,,10cv,,Cuir intégral,Intégrale,Essence
Automatique,kia,109278,Berline,Gris argent,Gris,1200cm³,17.12.2024,Ariana,(TA) 5 Portes05/2011 - 01/2015,73 000km,KIA,05.2012,picanto,Picanto,1.2 MPi 16V,5,5,31 500DT,85ch dyn,,5cv,,Velours,Traction,Essence
Automatique,kia,108727,SUV/4x4,Gris Shark,Noir,2000cm³,17.12.2024,Ben Arous,IV Phase 207/2018 - 12/2021,110 000km,KIA,12.2020,sportage,Sportage,,5,4,108 000DT,,,11cv,,Cuir intégral,Intégrale,Essence
Manuelle,kia,108390,Compacte,Blanc,Noir,1200cm³,17.12.2024,Ben Arous,IV Phase 209/2020 - Aujourd'hui,107 000km,KIA,05.2021,rio-5p,Rio 5p,1.2 i-CVVT 16V ISG,5,4,62 500DT,84ch dyn,,5cv,,Similicuir,Traction,Essence
Manuelle,kia,107190,SUV/4x4,Gris Shark,Noir,1700cm³,17.12.2024,Ben Arous,III Phase 201/2014 - 12/2015,379 000km,KIA,03.2015,sportage,Sportage,,5,4,55 000DT,,,7cv,,Similicuir,Traction,Diesel
Manuelle,kia,108898,Coupé,Gris Shark,Noir,1200cm³,17.12.2024,Ben Arous,IV Phase 209/2020 - Aujourd'hui,130 000km,KIA,02.2021,rio-5p,Rio 5p,,5,4,49 000DT,,,5cv,,Tissu,Propulsion,Essence
Manuelle,kia,109303,Berline,Bleu,Noir,1200cm³,17.12.2024,Ben Arous,III Sedan02/2012 - 10/2018,126 000km,KIA,01.2018,rio,Rio Berline,,5,4,37 500DT,,,5cv,,Tissu,Traction,Essence
Automatique,kia,109363,Citadine,Blanc,Beige,1248cm³,16.12.2024,Nabeul,(TA) 5 Portes05/2011 - 01/2015,167 000km,KIA,04.2018,picanto,Picanto,1.2 MPi 16V,5,4,41 000DT,85ch dyn,,4cv,,Cuir intégral,Traction,Essence
Automatique,kia,109179,Citadine,Gris argent,Gris,1400cm³,16.12.2024,Sfax,(JA)03/2017 - 07/2020,109 000km,KIA,05.2018,picanto,Picanto,,5,5,39 900DT,,,5cv,,Cuir intégral,Traction,Essence
Manuelle,kia,109325,Citadine,Noir,Noir,998cm³,15.12.2024,Tunis,09/2017 - 07/2020,90 000km,KIA,01.2020,stonic,Stonic,,5,5,66 000DT,,,6cv,,Cuir partiel,Intégrale,Essence
Manuelle,kia,109173,Citadine,Noir,Noir,1200cm³,15.12.2024,Tunis,IV Phase 209/2020 - Aujourd'hui,51 000km,KIA,05.2021,rio-5p,Rio 5p,1.2 i-CVVT 16V ISG,5,5,62 000DT,84ch dyn,,5cv,,Similicuir,Traction,Essence
Automatique,kia,107100,SUV/4x4,Noir,Noir,1598cm³,14.12.2024,Tunis,V12/2021 - Aujourd'hui,3 583km,KIA,04.2024,sportage-hybride,Sportage Hybride,1.6 T-GDI 16V 230 Hybrid 4x2,5,5,160 000DT,,230ch dyn,10cv,179ch dyn,Cuir intégral,Traction,Hybride essence
Manuelle,kia,109277,Citadine,Gris argent,Noir,1199cm³,14.12.2024,Bizerte,IV Phase 209/2020 - Aujourd'hui,40 000km,KIA,02.2021,rio-5p,Rio 5p,,5,5,59 000DT,,,5cv,,Tissu,Traction,Essence
Manuelle,kia,109059,Coupé,Noir,Noir,1248cm³,13.12.2024,Sfax,IV11/2016 - 09/2020,110 000km,KIA,06.2020,rio-5p,Rio 5p,1.2 i-CVVT 16V,5,5,53 750DT,84ch dyn,,5cv,,Tissu,Traction,Essence
Manuelle,kia,107619,Citadine,Gris Shark,Noir,1197cm³,12.12.2024,Tunis,IV11/2016 - 09/2020,69 000km,KIA,12.2019,rio-5p,Rio 5p,1.2 i-CVVT 16V,5,5,47 000DT,84ch dyn,,5cv,,Tissu,Traction,Essence
Manuelle,kia,107860,Citadine,Rouge,Noir,1199cm³,12.12.2024,Tunis,IV11/2016 - 09/2020,103 000km,KIA,11.2018,rio-5p,Rio 5p,1.2 i-CVVT 16V,5,5,49 900DT,84ch dyn,,5cv,,Tissu,Traction,Essence
Automatique,kia,108415,Berline,Noir,Beige,3778cm³,11.12.2024,La Manouba,01/2012 - 12/2017,134 000km,KIA,12.2014,quoris,Quoris,3.8 L V6,5,5,95 000DT,294ch dyn,,20cv,,Cuir intégral,Propulsion,Essence
Manuelle,kia,108259,Coupé,Noir,Noir,1591cm³,10.12.2024,Ariana,08MY Coupé10/2008 - 04/2013,204 000km,KIA,12.2010,cerato-koup,Cerato KOUP,1.6 L 124 ch,5,3,30 000DT,124ch dyn,,7cv,,Tissu,Traction,Essence
Manuelle,kia,108929,Berline,Bleu,Autre,1193cm³,10.12.2024,Sfax,IV Sedan01/2019 - 12/2022,90 500km,KIA,01.2020,rio,Rio Berline,1.4 i-CVVT 16V,5,4,52 000DT,109ch dyn,,6cv,,Tissu,Traction,Essence
Automatique,kia,109162,Compacte,Gris argent,Gris,1000cm³,10.12.2024,Tunis,(TA) 5 Portes05/2011 - 01/2015,107 000km,KIA,06.2014,picanto,Picanto,,5,4,35 000DT,,,5cv,,Tissu,Traction,Essence
Manuelle,kia,108068,SUV/4x4,Noir,Noir,1600cm³,10.12.2024,Ben Arous,IV Phase 207/2018 - 12/2021,105 000km,KIA,12.2018,sportage,Sportage,,5,5,89 000DT,,,6cv,,Tissu,Traction,Diesel
Automatique,kia,109090,Citadine,Noir,Noir,1197cm³,07.12.2024,Ariana,(JA) Phase 207/2020 - Aujourd'hui,86 000km,KIA,09.2021,picanto,Picanto,,5,5,46 900DT,,,4cv,,Cuir intégral,Traction,Essence
