Car ID,Brand,Model,Price,Kilométrage,Mise en circulation,Carrosserie,Boite vitesse,Cylindrée,Nombre de portes,Puissance fiscale,Transmission,Énergie
104319,mercedes-benz,classe-c,115 000DT,137 000km,9.2017,Berline,Automatique,1600cm³,5.0,8cv,Propulsion,Essence
103138,mercedes-benz,classe-c,228 000DT,29 000km,2.2022,Berline,Automatique,1500cm³,5.0,9cv,Propulsion,Essence
101279,mercedes-benz,gla,118 000DT,65 000km,3.2016,Compacte,Automatique,1600cm³,5.0,8cv,Traction,Essence
109119,mercedes-benz,classe-c-coupe,158 000DT,80 000km,7.2021,Coupé,Automatique,1600cm³,3.0,8cv,Propulsion,Essence
109118,mercedes-benz,gla,169 000DT,49 000km,7.2021,SUV/4x4,Automatique,1400cm³,5.0,8cv,Traction,Hybride rechargeable essence
107448,mercedes-benz,gla,124 000DT,30 000km,5.2018,Berline,Automatique,1600cm³,5.0,7cv,Traction,Essence
107350,mercedes-benz,glc-coupe,259 000DT,50 000km,5.2021,SUV/4x4,Automatique,2000cm³,5.0,12cv,Intégrale,Hybride essence
107242,mercedes-benz,classe-c,169 000DT,60 000km,4.2021,Berline,Automatique,1600cm³,5.0,10cv,Intégrale,Essence
107168,mercedes-benz,classe-c,197 000DT,32 000km,6.2022,Berline,Automatique,1999cm³,4.0,12cv,Propulsion,Essence
107164,mercedes-benz,classe-c,248 000DT,11 000km,2.2024,Berline,Automatique,1999cm³,4.0,9cv,Propulsion,Hybride essence
106486,mercedes-benz,classe-e-coupe,68 000DT,180 000km,7.201,Coupé,Automatique,3000cm³,3.0,19cv,Traction,Essence
106484,mercedes-benz,classe-c,99 500DT,180 000km,2.2016,Berline,Automatique,1600cm³,5.0,8cv,Propulsion,Essence
105622,mercedes-benz,classe-c,105 000DT,175 000km,1.2016,Berline,Automatique,1600cm³,5.0,8cv,Propulsion,Essence
105469,mercedes-benz,classe-a,169 000DT,8 000km,6.2024,Berline,Automatique,1599cm³,4.0,8cv,Traction,Hybride essence
103232,mercedes-benz,cla,188 000DT,30 000km,1.2023,Berline,Automatique,1300cm³,5.0,7cv,Traction,Essence
109003,mercedes-benz,classe-e-coupe,164 000DT,90 000km,7.2018,Coupé,Automatique,1991cm³,2.0,11cv,Traction,Essence
108806,mercedes-benz,classe-c,88 000DT,56 000km,1.2013,Compacte,Automatique,1000cm³,4.0,9cv,Traction,Essence
106663,mercedes-benz,classe-c,230 000DT,7 300km,11.2022,Berline,Automatique,1500cm³,5.0,9cv,Propulsion,Essence
108104,mercedes-benz,classe-a,68 500DT,180 000km,7.2014,Citadine,Automatique,1595cm³,4.0,6cv,Traction,Essence
105342,mercedes-benz,gla,179 000DT,57 000km,5.2021,Compacte,Automatique,2000cm³,5.0,8cv,Traction,Hybride rechargeable essence
106549,mercedes-benz,classe-a,144 000DT,63 000km,1.202,Compacte,Automatique,1300cm³,5.0,9cv,Traction,Essence
106204,mercedes-benz,classe-c,80 500DT,201 000km,3.2013,Autres,Automatique,1600cm³,4.0,9cv,Intégrale,Essence
108981,mercedes-benz,cla,139 000DT,76 000km,1.202,Berline,Automatique,1611cm³,5.0,7cv,Propulsion,Diesel
109371,mercedes-benz,cla,170 000DT,20 000km,7.202,Coupé,Automatique,1400cm³,4.0,9cv,Traction,Essence
108229,mercedes-benz,gle-coupe,420 000DT,54 000km,5.202,SUV/4x4,Automatique,2925cm³,5.0,18cv,Intégrale,Diesel
108227,mercedes-benz,classe-c,135 000DT,146 000km,10.2015,Berline,Automatique,1595cm³,5.0,8cv,Propulsion,Essence
109324,mercedes-benz,classe-a-berline,127 000DT,80 000km,12.2021,Berline,Automatique,1400cm³,5.0,8cv,Propulsion,Hybride rechargeable essence
109210,mercedes-benz,classe-e,72 000DT,300 000km,2.201,Berline,Manuelle,2143cm³,4.0,7cv,Propulsion,Diesel
108754,mercedes-benz,glc-coupe,420 000DT,0km,8.2024,SUV/4x4,Automatique,2000cm³,4.0,15cv,Intégrale,Essence
108753,mercedes-benz,classe-c,105 000DT,200 000km,10.2014,Berline,Automatique,1600cm³,4.0,8cv,Traction,Essence
106953,mercedes-benz,classe-a-berline,132 000DT,100 000km,3.202,Citadine,Automatique,1500cm³,4.0,6cv,Traction,Essence
106141,mercedes-benz,cla,220 000DT,0km,1.2024,Berline,Automatique,2000cm³,4.0,8cv,Traction,Essence
105609,mercedes-benz,gle-coupe,450 000DT,30 000km,3.2022,SUV/4x4,Automatique,3000cm³,4.0,12cv,Traction,Hybride rechargeable essence
105511,mercedes-benz,classe-e,260 000DT,70 000km,1.202,Berline,Automatique,2000cm³,4.0,12cv,Traction,Hybride rechargeable essence
103856,mercedes-benz,glc-coupe,270 000DT,80 000km,1.2021,SUV/4x4,Automatique,2000cm³,4.0,11cv,Intégrale,Hybride rechargeable essence
101024,mercedes-benz,cla,115 000DT,130 000km,2.2017,Berline,Automatique,1600cm³,4.0,6cv,Traction,Diesel
109411,mercedes-benz,classe-c,46 500DT,287 000km,10.2009,Berline,Automatique,1597cm³,4.0,9cv,Propulsion,Essence
109231,mercedes-benz,cla,98 000DT,48 700km,1.2017,Coupé,Automatique,1599cm³,4.0,7cv,Traction,Essence
108478,mercedes-benz,classe-a,115 000DT,60 000km,9.2021,Coupé,Automatique,1300cm³,5.0,7cv,Traction,Essence
107958,mercedes-benz,classe-a,110 000DT,90 000km,10.2021,Coupé,Automatique,1600cm³,5.0,7cv,Traction,Essence
106650,mercedes-benz,classe-c-coupe,145 000DT,120 000km,3.2019,Coupé,Automatique,1600cm³,3.0,8cv,Propulsion,Essence
106301,mercedes-benz,classe-c,66 000DT,180 000km,5.2013,Berline,Automatique,1600cm³,5.0,9cv,Propulsion,Essence
99991,mercedes-benz,classe-a,69 000DT,123 000km,8.2015,Berline,Automatique,1595cm³,5.0,6cv,Traction,Essence
108206,mercedes-benz,classe-c,99 000DT,125 000km,2.2019,Berline,Automatique,1595cm³,5.0,8cv,Propulsion,Essence
101427,mercedes-benz,classe-e,47 500DT,295 000km,8.2006,Berline,Automatique,2200cm³,5.0,10cv,Propulsion,Diesel
105834,mercedes-benz,glc-coupe,258 000DT,68 000km,4.202,SUV/4x4,Automatique,1999cm³,5.0,12cv,Traction,Hybride essence
105755,mercedes-benz,glc-coupe,240 000DT,52 000km,12.202,SUV/4x4,Automatique,2000cm³,5.0,11cv,Intégrale,Diesel
107071,mercedes-benz,cla,170 000DT,30 000km,9.2022,Berline,Automatique,1800cm³,5.0,7cv,Propulsion,Essence
107433,mercedes-benz,classe-c,26 000DT,345 000km,6.2,Compacte,Manuelle,2000cm³,4.0,11cv,Propulsion,Essence
107072,mercedes-benz,classe-a,75 000DT,134 000km,1.2017,Compacte,Manuelle,1800cm³,5.0,6cv,Propulsion,Essence
109023,mercedes-benz,classe-c-coupe,77 000DT,168 000km,3.2012,Coupé,Automatique,1796cm³,3.0,9cv,Propulsion,Essence
109079,mercedes-benz,classe-e-coupe,77 000DT,134 000km,9.2012,Coupé,Automatique,1800cm³,3.0,10cv,Propulsion,Essence
109238,mercedes-benz,classe-b,62 000DT,217 000km,7.2012,Citadine,Automatique,1595cm³,5.0,9cv,Propulsion,Essence
103801,mercedes-benz,classe-c,71 000DT,200 000km,7.2011,Utilitaire,Automatique,1796cm³,4.0,9cv,Traction,Essence
105930,mercedes-benz,classe-c,150 000DT,80 000km,1.2019,Berline,Automatique,1497cm³,5.0,11cv,Intégrale,Hybride essence
108788,mercedes-benz,classe-c,74 000DT,160 000km,11.2012,Berline,Automatique,1600cm³,4.0,9cv,Propulsion,Essence
105316,mercedes-benz,classe-a-berline,149 500DT,58 000km,8.202,Berline,Automatique,1332cm³,4.0,8cv,Traction,Hybride rechargeable essence
108300,mercedes-benz,gle,340 000DT,50 000km,11.2021,SUV/4x4,Automatique,4000cm³,5.0,12cv,Intégrale,Hybride rechargeable essence
103048,mercedes-benz,gle-coupe,358 000DT,71 000km,5.2021,SUV/4x4,Automatique,2000cm³,5.0,8cv,Propulsion,Hybride diesel
106523,mercedes-benz,cla,148 000DT,117 000km,1.202,Berline,Automatique,1500cm³,4.0,6cv,Traction,Diesel
106388,mercedes-benz,classe-a,108 000DT,161 000km,8.202,Compacte,Automatique,1500cm³,5.0,6cv,Traction,Diesel
105480,mercedes-benz,classe-a,148 000DT,44 000km,3.2022,Autres,Automatique,1300cm³,5.0,6cv,Traction,Hybride rechargeable essence
108987,mercedes-benz,classe-c,195 000DT,71 000km,1.2022,Berline,Automatique,1500cm³,4.0,9cv,Propulsion,Hybride essence
109286,mercedes-benz,classe-c,62 000DT,270 000km,7.201,Berline,Automatique,1597cm³,5.0,9cv,Intégrale,Essence
109282,mercedes-benz,classe-c,33 000DT,190 000km,3.2003,Citadine,Manuelle,2200cm³,4.0,8cv,Traction,Diesel
109279,mercedes-benz,cla,79 000DT,138 000km,7.2013,Berline,Automatique,1595cm³,5.0,8cv,Traction,Essence
109261,mercedes-benz,classe-e,150 000DT,230 000km,3.2016,Berline,Automatique,1950cm³,5.0,8cv,Traction,Diesel
109022,mercedes-benz,classe-c-coupe,175 000DT,75 000km,1.2019,Coupé,Automatique,2000cm³,2.0,10cv,Propulsion,Essence
108964,mercedes-benz,classe-c,85 000DT,114 123km,9.2016,Compacte,Manuelle,1595cm³,4.0,8cv,Traction,Essence
109243,mercedes-benz,cla,76 000DT,174 000km,7.2013,Berline,Automatique,1595cm³,4.0,7cv,Traction,Essence
109005,mercedes-benz,cla,205 000DT,39 000km,9.2023,Coupé,Automatique,1332cm³,4.0,8cv,Traction,Hybride rechargeable essence
109252,mercedes-benz,cla,81 000DT,112 000km,5.2015,Berline,Automatique,2143cm³,5.0,7cv,Traction,Essence
109251,mercedes-benz,classe-c-coupe,152 000DT,167 000km,4.2019,Coupé,Automatique,1595cm³,2.0,8cv,Propulsion,Essence
109219,mercedes-benz,classe-c,120 000DT,48 000km,4.2014,Berline,Automatique,1580cm³,4.0,8cv,Propulsion,Essence
109217,mercedes-benz,gla,105 000DT,150 000km,6.2016,Coupé,Automatique,1595cm³,4.0,8cv,Propulsion,Essence
103887,mercedes-benz,classe-c,135 000DT,67 000km,11.2019,Berline,Automatique,1597cm³,4.0,6cv,Propulsion,Diesel
109196,mercedes-benz,classe-c,55 000DT,185 000km,6.2008,Berline,Automatique,2200cm³,5.0,10cv,Traction,Diesel
108740,mercedes-benz,classe-c,78 000DT,207 000km,8.2014,Berline,Automatique,1800cm³,4.0,8cv,Propulsion,Essence
109154,mercedes-benz,classe-a-berline,169 999DT,22 000km,10.2022,Citadine,Automatique,1300cm³,4.0,8cv,Intégrale,Hybride rechargeable essence
108918,mercedes-benz,cla,220 000DT,6 000km,3.2024,Coupé,Automatique,1332cm³,5.0,8cv,Traction,Hybride rechargeable essence
109137,mercedes-benz,classe-b,45 000DT,183 000km,12.2012,Monospace,Manuelle,1595cm³,5.0,7cv,Traction,Essence
109057,mercedes-benz,classe-c,98 000DT,180 000km,1.2016,Citadine,Automatique,6999cm³,4.0,7cv,Traction,Diesel
106764,mercedes-benz,classe-c,65 000DT,219 000km,6.2012,Berline,Automatique,2987cm³,5.0,16cv,Propulsion,Diesel
109092,mercedes-benz,classe-c,320 000DT,49 000km,11.202,Coupé,Automatique,3000cm³,3.0,28cv,Intégrale,Essence
106653,mercedes-benz,gle-coupe,390 000DT,40 000km,9.2017,SUV/4x4,Automatique,2996cm³,5.0,26cv,Intégrale,Essence
108377,mercedes-benz,glk,80 000DT,200 000km,3.2009,Compacte,Automatique,1000cm³,5.0,9cv,Traction,Diesel
107740,mercedes-benz,classe-e,79 000DT,170 000km,3.2012,Berline,Automatique,1000cm³,5.0,10cv,Traction,Diesel
107090,mercedes-benz,classe-c,140 000DT,120 000km,4.2017,Coupé,Automatique,1000cm³,3.0,8cv,Traction,Essence
101675,mercedes-benz,ml,85 000DT,180 000km,5.2009,SUV/4x4,Automatique,1000cm³,5.0,15cv,Traction,Diesel
108700,mercedes-benz,classe-s,380 000DT,250 000km,12.2017,Berline,Automatique,4999cm³,5.0,plus de 48cv,Traction,Essence
107710,mercedes-benz,classe-c,116 000DT,125 000km,8.2018,Berline,Automatique,1598cm³,5.0,8cv,Traction,Essence
107581,mercedes-benz,classe-e,115 000DT,180 000km,8.2016,Berline,Automatique,1998cm³,5.0,10cv,Traction,Essence
109080,mercedes-benz,classe-a,126 000DT,118 000km,11.2019,Autres,Automatique,1300cm³,4.0,9cv,Traction,Essence
109047,mercedes-benz,gla,185 000DT,32 000km,6.2022,SUV/4x4,Automatique,1950cm³,4.0,8cv,Traction,Diesel
106714,mercedes-benz,classe-c,220 000DT,2 800km,10.2022,Berline,Automatique,1496cm³,4.0,9cv,Propulsion,Essence
106642,mercedes-benz,classe-a,50 000DT,200 000km,3.2015,Citadine,Manuelle,1595cm³,4.0,6cv,Intégrale,Essence
108763,mercedes-benz,classe-c,85 000DT,179 000km,6.2014,Berline,Automatique,1595cm³,5.0,8cv,Propulsion,Essence
107579,mercedes-benz,classe-c,89 000DT,73 000km,6.2016,Berline,Automatique,1600cm³,4.0,8cv,Traction,Essence
106774,mercedes-benz,ml,75 000DT,212 000km,4.2009,SUV/4x4,Automatique,3000cm³,5.0,15cv,Intégrale,Diesel
106387,mercedes-benz,glb,178 000DT,83 000km,5.2022,SUV/4x4,Automatique,1500cm³,5.0,8cv,Traction,Essence
105798,mercedes-benz,gla,128 000DT,45 000km,1.2019,SUV/4x4,Automatique,1600cm³,5.0,7cv,Traction,Essence
105285,mercedes-benz,classe-a,28 000DT,181 000km,7.2009,Compacte,Manuelle,1500cm³,3.0,6cv,Traction,Essence
105085,mercedes-benz,gla,192 000DT,37 000km,1.2022,SUV/4x4,Automatique,1500cm³,5.0,8cv,Traction,Hybride rechargeable essence
104719,mercedes-benz,classe-a,128 000DT,66 000km,1.202,Compacte,Automatique,1600cm³,5.0,8cv,Traction,Essence
103985,mercedes-benz,classe-c,225 000DT,28 000km,2.2022,Berline,Automatique,1500cm³,5.0,9cv,Propulsion,Essence
101037,mercedes-benz,classe-c,139 000DT,63 000km,10.202,Citadine,Automatique,1600cm³,4.0,8cv,Traction,Essence
108983,mercedes-benz,classe-s,80 000DT,215 000km,6.2006,Berline,Automatique,5461cm³,4.0,29cv,Propulsion,Essence
107773,mercedes-benz,glc-coupe,259 000DT,32 000km,10.202,Coupé,Automatique,1998cm³,4.0,12cv,Intégrale,Hybride rechargeable essence
108977,mercedes-benz,classe-gl,95 000DT,185 000km,1.2007,SUV/4x4,Automatique,3997cm³,5.0,23cv,Intégrale,Diesel
108099,mercedes-benz,classe-a,118 000DT,96 000km,11.2019,Citadine,Automatique,1559cm³,5.0,6cv,Traction,Diesel
108917,mercedes-benz,classe-a,78 000DT,131 000km,12.2013,Citadine,Automatique,1595cm³,5.0,6cv,Traction,Essence
108883,mercedes-benz,classe-e,90 000DT,210 000km,4.2014,Berline,Automatique,2143cm³,4.0,7cv,Propulsion,Diesel
108877,mercedes-benz,classe-e,139 000DT,78 000km,3.2018,Berline,Automatique,1595cm³,4.0,9cv,Propulsion,Essence
108855,mercedes-benz,gla,168 000DT,105 000km,9.2021,SUV/4x4,Automatique,1400cm³,5.0,9cv,Traction,Essence
107976,mercedes-benz,cla,78 000DT,130 000km,12.2015,Berline,Manuelle,1590cm³,5.0,6cv,Traction,Essence
108844,mercedes-benz,classe-a,71 000DT,167 000km,11.2014,Citadine,Automatique,1500cm³,4.0,6cv,Traction,Diesel
108843,mercedes-benz,classe-c,48 500DT,181 400km,12.2009,Berline,Automatique,1796cm³,5.0,9cv,Propulsion,Essence
108799,mercedes-benz,classe-c,68 000DT,200 003km,1.2011,Berline,Automatique,900cm³,4.0,8cv,Traction,Diesel
108739,mercedes-benz,cla,159 900DT,60 000km,7.2022,Coupé,Automatique,1332cm³,5.0,8cv,Traction,Hybride rechargeable essence
106217,mercedes-benz,glc,199 000DT,84 000km,9.202,SUV/4x4,Automatique,1991cm³,4.0,12cv,Propulsion,Hybride rechargeable essence
108712,mercedes-benz,cla,66 000DT,200 000km,4.2015,Berline,Automatique,1595cm³,4.0,7cv,Propulsion,Essence
108261,mercedes-benz,classe-c,57 000DT,195 210km,12.2009,Berline,Automatique,1796cm³,5.0,9cv,Intégrale,Essence
108699,mercedes-benz,classe-c,68 000DT,220 000km,1.2012,Berline,Manuelle,2143cm³,5.0,7cv,Traction,Diesel
107306,mercedes-benz,eqa,149 000DT,98 000km,2.2022,SUV/4x4,Automatique,899cm³,5.0,7cv,Traction,Electrique
107683,mercedes-benz,glc-coupe,263 000DT,49 500km,5.2021,SUV/4x4,Automatique,2000cm³,5.0,12cv,Intégrale,Hybride rechargeable essence
107380,mercedes-benz,classe-c,60 000DT,120 000km,2.2013,Berline,Manuelle,1595cm³,4.0,9cv,Traction,Essence
108603,mercedes-benz,classe-c,80 000DT,168 350km,3.2012,Berline,Automatique,1597cm³,4.0,9cv,Propulsion,Essence
108602,mercedes-benz,classe-g,289 000DT,26 000km,3.201,SUV/4x4,Automatique,2987cm³,5.0,16cv,Intégrale,Diesel
105922,mercedes-benz,classe-e,70 000DT,250 000km,7.2012,Berline,Automatique,2200cm³,5.0,10cv,Propulsion,Diesel
95056,mercedes-benz,classe-a,135 000DT,45 000km,1.2019,Compacte,Automatique,1300cm³,4.0,8cv,Traction,Essence
108559,mercedes-benz,glc,145 000DT,40 000km,2.2017,SUV/4x4,Automatique,2000cm³,5.0,12cv,Intégrale,Essence
105674,mercedes-benz,ml,90 000DT,200 000km,12.2009,SUV/4x4,Automatique,3996cm³,4.0,23cv,Propulsion,Diesel
108546,mercedes-benz,classe-e,95 000DT,197 000km,12.2013,Berline,Automatique,2143cm³,5.0,9cv,Traction,Diesel
108260,mercedes-benz,cls,93 000DT,265 000km,1.2013,Berline,Automatique,2143cm³,4.0,11cv,Traction,Diesel
108536,mercedes-benz,classe-c,120 000DT,172 000km,12.2018,Berline,Automatique,1595cm³,5.0,8cv,Intégrale,Essence
108342,mercedes-benz,cls,150 000DT,61 000km,3.2016,Coupé,Automatique,2143cm³,4.0,11cv,Traction,Diesel
108426,mercedes-benz,classe-e,125 000DT,125 000km,5.2017,Berline,Automatique,1800cm³,4.0,9cv,Traction,Essence
107389,mercedes-benz,glc-coupe,220 000DT,39 000km,5.2018,SUV/4x4,Automatique,2143cm³,5.0,9cv,Intégrale,Diesel
108402,mercedes-benz,classe-c,54 000DT,276 000km,9.2009,Berline,Automatique,1597cm³,4.0,9cv,Propulsion,Essence
108381,mercedes-benz,ml,68 000DT,230 000km,10.201,SUV/4x4,Automatique,6000cm³,5.0,14cv,Intégrale,Diesel
108334,mercedes-benz,cla,154 000DT,50 450km,2.202,Berline,Automatique,1322cm³,4.0,7cv,Traction,Essence
108331,mercedes-benz,classe-c,46 000DT,225 000km,1.2011,Berline,Manuelle,2143cm³,5.0,6cv,Intégrale,Diesel
107832,mercedes-benz,classe-e,110 000DT,110 000km,10.2014,Compacte,Automatique,3000cm³,4.0,15cv,Intégrale,Diesel
108021,mercedes-benz,classe-a,54 000DT,254 000km,2.2013,Citadine,Manuelle,1600cm³,5.0,6cv,Intégrale,Essence
108264,mercedes-benz,classe-c,53 000DT,149 000km,9.2009,Berline,Automatique,1796cm³,5.0,11cv,Propulsion,Essence
108246,mercedes-benz,classe-e,275 000DT,30 000km,9.2021,Berline,Automatique,1999cm³,5.0,10cv,Propulsion,Diesel
106814,mercedes-benz,glc,145 000DT,247 000km,11.2017,SUV/4x4,Automatique,1991cm³,5.0,12cv,Intégrale,Essence
108185,mercedes-benz,classe-a,129 000DT,90 000km,1.202,Compacte,Automatique,2000cm³,4.0,9cv,Traction,Essence
108991,mercedes-benz,gle,390 000DT,71 772km,12.2022,SUV/4x4,Automatique,1991cm³,4.0,12cv,Propulsion,Hybride rechargeable essence
107370,mercedes-benz,classe-c-coupe,145 000DT,130 000km,10.2018,Coupé,Automatique,1999cm³,2.0,8cv,Intégrale,Essence
109353,peugeot,208,27 900DT,122 000km,11.2017,Citadine,Manuelle,1198cm³,4.0,5cv,Traction,Essence
109085,peugeot,2008,31 500DT,141 000km,5.2014,Citadine,Manuelle,1198cm³,4.0,5cv,Traction,Essence
108571,peugeot,301,25 500DT,195 000km,10.2018,Berline,Manuelle,1198cm³,4.0,5cv,Traction,Essence
108570,peugeot,208,39 000DT,11 000km,11.202,Citadine,Manuelle,999cm³,4.0,4cv,Traction,Essence
108534,peugeot,208,43 500DT,37 000km,6.2022,Citadine,Manuelle,1198cm³,4.0,4cv,Traction,Essence
108292,peugeot,207,27 500DT,290 000km,7.2011,Coupé,Manuelle,1389cm³,2.0,6cv,Traction,Diesel
107522,peugeot,3008,62 000DT,131 000km,4.2017,SUV/4x4,Manuelle,1198cm³,4.0,7cv,Traction,Essence
107332,peugeot,301,26 000DT,93 000km,4.2014,Berline,Manuelle,1198cm³,4.0,5cv,Traction,Essence
106917,peugeot,2008,45 000DT,60 000km,11.2016,SUV/4x4,Manuelle,1198cm³,4.0,5cv,Traction,Essence
106654,peugeot,partner,39 500DT,113 000km,9.2018,Utilitaire,Manuelle,1198cm³,3.0,5cv,Traction,Diesel
105927,peugeot,rifter,69 000DT,67 000km,12.2019,Utilitaire,Manuelle,1198cm³,4.0,6cv,Traction,Essence
105865,peugeot,208-3p,32 900DT,104 000km,2.2017,Monospace,Manuelle,1198cm³,2.0,5cv,Traction,Essence
104927,peugeot,landtrek-double-cabine,95 000DT,34 000km,11.2022,Pick up,Manuelle,1898cm³,4.0,6cv,Traction,Diesel
104285,peugeot,3008,,,,,,,,,,
103724,peugeot,208-3p,38 500DT,74 000km,8.2016,Monospace,Manuelle,1199cm³,2.0,5cv,Traction,Essence
100630,peugeot,3008,33 000DT,230 000km,10.201,Citadine,Manuelle,1599cm³,4.0,7cv,Traction,Essence
100350,peugeot,3008,84 900DT,132 000km,6.2018,SUV/4x4,Automatique,1598cm³,5.0,9cv,Traction,Essence
98065,peugeot,3008,80 000DT,169 000km,5.202,SUV/4x4,Automatique,,,7cv,Traction,Essence
109465,peugeot,308,49 000DT,64 000km,12.202,Berline,Manuelle,1199cm³,5.0,6cv,Traction,Essence
106118,peugeot,308,50 000DT,102 000km,1.202,Citadine,Manuelle,1200cm³,5.0,5cv,Traction,Essence
109400,peugeot,partner,46 000DT,148 000km,10.202,Monospace,Manuelle,1499cm³,2.0,5cv,Traction,Diesel
109398,peugeot,208,46 500DT,88 000km,2.2021,Citadine,Manuelle,1499cm³,5.0,5cv,Traction,Diesel
107205,peugeot,208,45 500DT,108 000km,2.2021,Citadine,Manuelle,1499cm³,5.0,5cv,Traction,Diesel
106072,peugeot,3008,79 000DT,148 000km,3.202,SUV/4x4,Automatique,1489cm³,5.0,6cv,Traction,Diesel
107426,peugeot,5008,78 000DT,160 000km,12.2019,Autres,Manuelle,1199cm³,5.0,7cv,Traction,Essence
109429,peugeot,partner,54 500DT,90 000km,3.2022,Utilitaire,Manuelle,1600cm³,3.0,5cv,Traction,Diesel
109427,peugeot,407,26 500DT,130 000km,5.2007,Berline,Automatique,2000cm³,4.0,9cv,Traction,Essence
108953,peugeot,301,33 000DT,73 000km,8.2021,Berline,Manuelle,1198cm³,4.0,5cv,Traction,Essence
108228,peugeot,partner-origin-utilitaire,56 000DT,73 000km,5.2019,Utilitaire,Manuelle,1559cm³,2.0,5cv,Traction,Diesel
107928,peugeot,3008,65 000DT,130 000km,4.2017,SUV/4x4,Manuelle,1200cm³,4.0,7cv,Intégrale,Essence
107865,peugeot,2008,43 000DT,100 000km,3.2017,SUV/4x4,Manuelle,1200cm³,4.0,6cv,Intégrale,Essence
109021,peugeot,308,54 000DT,96 000km,12.2019,Compacte,Manuelle,999cm³,4.0,4cv,Traction,Diesel
109046,peugeot,408,150 000DT,15 000km,5.2024,Citadine,Automatique,1598cm³,4.0,13cv,Traction,Essence
109284,peugeot,3008,77 000DT,110 000km,8.2017,SUV/4x4,Automatique,1600cm³,5.0,9cv,Propulsion,Essence
108007,peugeot,2008,49 000DT,61 000km,8.2018,SUV/4x4,Automatique,1200cm³,5.0,6cv,Intégrale,Essence
106856,peugeot,3008,82 000DT,140 000km,9.2018,SUV/4x4,Automatique,1200cm³,5.0,7cv,Traction,Essence
109448,peugeot,partner,57 000DT,62 000km,2.2023,Utilitaire,Manuelle,1560cm³,2.0,5cv,Traction,Diesel
107931,peugeot,partner,59 000DT,87 261km,1.202,Utilitaire,Manuelle,1999cm³,2.0,5cv,Propulsion,Diesel
104288,peugeot,partner,55 000DT,144 790km,3.2019,Autres,Manuelle,1560cm³,2.0,5cv,Propulsion,Diesel
109444,peugeot,3008,88 000DT,117 000km,3.2021,SUV/4x4,Automatique,1199cm³,5.0,7cv,Traction,Essence
107781,peugeot,3008,92 000DT,55 000km,6.202,SUV/4x4,Automatique,1200cm³,5.0,7cv,Traction,Essence
108963,peugeot,308,53 000DT,36 765km,11.2021,Berline,Manuelle,1200cm³,4.0,5cv,Traction,Essence
106492,peugeot,308,126 000DT,48 000km,6.2023,Berline,Automatique,1500cm³,4.0,7cv,Traction,Diesel
106132,peugeot,expert,59 000DT,139 199km,11.2019,Utilitaire,Manuelle,1500cm³,4.0,6cv,Traction,Diesel
100501,peugeot,2008,55 000DT,125 000km,5.2018,SUV/4x4,Automatique,1200cm³,4.0,6cv,Traction,Essence
108786,peugeot,landtrek-double-cabine,64 500DT,124 000km,9.2021,Autres,Manuelle,1910cm³,4.0,6cv,Traction,Diesel
107488,peugeot,3008,69 000DT,93 000km,11.202,SUV/4x4,Automatique,1199cm³,5.0,7cv,Traction,Essence
108493,peugeot,3008,82 000DT,87 000km,2.2019,SUV/4x4,Automatique,1200cm³,4.0,7cv,Traction,Essence
106381,peugeot,508,79 000DT,137 000km,9.2019,Berline,Automatique,1600cm³,4.0,8cv,Traction,Essence
108890,peugeot,3008,88 000DT,38 000km,9.2019,SUV/4x4,Automatique,1399cm³,5.0,7cv,Traction,Essence
108833,peugeot,3008,75 000DT,75 000km,7.202,SUV/4x4,Automatique,1400cm³,5.0,6cv,Traction,Essence
107772,peugeot,408-gt,155 000DT,10 000km,3.2024,Citadine,Automatique,1699cm³,5.0,11cv,Traction,Essence
107624,peugeot,3008,69 000DT,112 000km,1.202,SUV/4x4,Automatique,1599cm³,5.0,7cv,Traction,Essence
107550,peugeot,3008-gt-line,89 000DT,125 000km,7.202,SUV/4x4,Automatique,1599cm³,5.0,6cv,Traction,Essence
106499,peugeot,308,47 000DT,128 000km,6.202,Citadine,Manuelle,1200cm³,5.0,6cv,Traction,Essence
105372,peugeot,2008,80 000DT,100 000km,12.2021,SUV/4x4,Manuelle,1200cm³,5.0,6cv,Traction,Diesel
104957,peugeot,rifter,72 000DT,95 000km,11.202,Compacte,Manuelle,1599cm³,5.0,7cv,Traction,Diesel
104924,peugeot,rifter,72 000DT,95 000km,11.202,Compacte,Manuelle,1500cm³,5.0,7cv,Traction,Diesel
102489,peugeot,2008,97 000DT,34 000km,6.2022,SUV/4x4,Automatique,1399cm³,5.0,7cv,Traction,Essence
101998,peugeot,208,35 000DT,60 000km,5.202,Citadine,Manuelle,1190cm³,5.0,4cv,Traction,Essence
99879,peugeot,2008,92 000DT,30 000km,7.2021,SUV/4x4,Manuelle,1200cm³,5.0,7cv,Traction,Essence
98421,peugeot,3008,77 000DT,260 000km,8.2017,SUV/4x4,Automatique,,,9cv,Traction,Essence
91509,peugeot,rcz,40 000DT,171 000km,4.2011,Citadine,Manuelle,,,7cv,Traction,Essence
108762,peugeot,5008,138 000DT,7 000km,4.2023,Citadine,Automatique,1600cm³,5.0,9cv,Traction,Essence
108497,peugeot,partner,27 000DT,218 000km,6.2014,Utilitaire,Manuelle,1600cm³,2.0,5cv,Traction,Diesel
