Car ID,Brand,Model,Price,Kilométrage,Mise en circulation,Carrosserie,Boite vitesse,Cylindrée,Nombre de portes,Puissance fiscale,Transmission,Énergie
108068,kia,sportage,89 000DT,105 000km,12.2018,SUV/4x4,Manuelle,1600cm³,5.0,6cv,Traction,Diesel
109090,kia,picanto,46 900DT,86 000km,9.2021,Citadine,Automatique,1197cm³,5.0,4cv,Traction,Essence
108989,kia,rio-5p,36 500DT,176 600km,7.2013,Citadine,Manuelle,1200cm³,5.0,5cv,Traction,Essence
107516,kia,sportage,112 000DT,50 000km,7.2021,SUV/4x4,Automatique,1600cm³,5.0,11cv,Intégrale,Essence
107318,kia,sportage,89 000DT,124 000km,7.202,SUV/4x4,Automatique,1600cm³,5.0,8cv,Traction,Essence
108143,kia,seltos,115 000DT,14 150km,4.2023,Autres,Automatique,1353cm³,5.0,8cv,Traction,Essence
108943,kia,rio,68 000DT,77 000km,1.202,Berline,Automatique,1400cm³,5.0,6cv,Traction,Essence
108906,kia,sportage,78 000DT,117 000km,1.2018,SUV/4x4,Automatique,1591cm³,4.0,8cv,Traction,Essence
108876,kia,sportage,85 000DT,175 000km,6.2019,SUV/4x4,Automatique,1000cm³,5.0,8cv,Intégrale,Essence
108859,kia,rio-5p,64 000DT,62 300km,11.2021,Compacte,Manuelle,999cm³,5.0,5cv,Traction,Essence
106054,kia,sportage,81 000DT,99 000km,1.2019,SUV/4x4,Manuelle,1600cm³,5.0,6cv,Propulsion,Diesel
108728,kia,sportage,79 500DT,141 000km,2.2018,SUV/4x4,Automatique,1500cm³,5.0,7cv,Traction,Essence
108725,kia,sportage,49 000DT,230 000km,8.201,SUV/4x4,Manuelle,1800cm³,5.0,10cv,Propulsion,Diesel
108708,kia,rio-5p,63 500DT,86 000km,5.2022,Compacte,Manuelle,1197cm³,5.0,5cv,Traction,Essence
108674,kia,sportage,95 000DT,90 000km,9.2021,SUV/4x4,Automatique,1600cm³,5.0,11cv,Intégrale,Essence
108698,kia,picanto,38 500DT,60 000km,5.202,Citadine,Manuelle,1136cm³,5.0,4cv,Traction,Essence
108556,kia,xceed,97 500DT,48 000km,4.2023,SUV/4x4,Automatique,1500cm³,5.0,9cv,Traction,Essence
108461,kia,sportage,82 000DT,99 000km,10.2017,SUV/4x4,Automatique,1600cm³,5.0,8cv,Propulsion,Essence
108585,kia,picanto,47 500DT,29 000km,10.2021,Citadine,Manuelle,1200cm³,5.0,5cv,Traction,Essence
108576,kia,sportage,82 000DT,200 000km,4.2017,SUV/4x4,Automatique,1685cm³,5.0,7cv,Intégrale,Diesel
108557,kia,carens,47 000DT,240 000km,11.2014,Autres,Automatique,1685cm³,5.0,8cv,Intégrale,Diesel
108541,kia,cerato,38 000DT,290 000km,7.2013,Citadine,Manuelle,1591cm³,4.0,7cv,Traction,Essence
108488,kia,picanto,39 000DT,133 000km,7.2019,Compacte,Manuelle,906cm³,5.0,4cv,Traction,Essence
108463,kia,rio-5p,37 500DT,103 000km,6.2014,Citadine,Manuelle,1468cm³,2.0,5cv,Intégrale,Essence
108029,kia,sportage,75 000DT,111 000km,1.2019,SUV/4x4,Automatique,1600cm³,5.0,8cv,Traction,Essence
107742,kia,picanto,45 800DT,74 000km,5.2019,Citadine,Automatique,1200cm³,5.0,5cv,Propulsion,Essence
108428,kia,xceed,110 000DT,35 000km,5.2023,SUV/4x4,Automatique,1482cm³,5.0,9cv,Traction,Essence
108406,kia,cerato-5p,43 000DT,114 000km,9.2014,Coupé,Manuelle,1598cm³,5.0,7cv,Traction,Essence
108378,kia,rio,35 000DT,93 000km,12.2014,Berline,Manuelle,1200cm³,4.0,6cv,Traction,Essence
108111,kia,rio-5p,65 900DT,40 500km,11.2021,Citadine,Manuelle,1197cm³,4.0,5cv,Traction,Essence
108269,kia,rio-5p,64 000DT,65 000km,11.2021,Compacte,Manuelle,1197cm³,5.0,5cv,Traction,Essence
108262,kia,rio-5p,30 000DT,156 900km,5.2011,Berline,Manuelle,1399cm³,4.0,6cv,Traction,Essence
105724,kia,rio-5p,49 000DT,98 000km,6.2018,Citadine,Manuelle,1197cm³,5.0,5cv,Traction,Essence
103219,kia,picanto,51 500DT,27 000km,11.2022,Citadine,Automatique,1200cm³,5.0,5cv,Traction,Essence
109348,kia,seltos,95 000DT,60 000km,6.2021,Autres,Automatique,1453cm³,5.0,8cv,Intégrale,Essence
107935,kia,rio,37 500DT,150 000km,3.2016,Berline,Manuelle,1240cm³,4.0,5cv,Intégrale,Essence
109439,mercedes-benz,cla,59 900DT,316 000km,10.2015,Berline,Manuelle,1598cm³,4.0,8cv,Traction,Essence
109386,mercedes-benz,classe-c,53 000DT,190 000km,11.2011,Berline,Automatique,1798cm³,4.0,11cv,Traction,Essence
108899,mercedes-benz,cla,144 900DT,100 000km,9.202,Berline,Automatique,1298cm³,4.0,7cv,Traction,Essence
108748,mercedes-benz,classe-c,105 000DT,172 000km,12.2018,Berline,Automatique,1598cm³,4.0,8cv,Traction,Essence
108533,mercedes-benz,ml,80 000DT,240 000km,6.2009,SUV/4x4,Automatique,2987cm³,4.0,15cv,Traction,Diesel
108367,mercedes-benz,ml,38 000DT,283 000km,7.2006,SUV/4x4,Automatique,2987cm³,4.0,15cv,Traction,Diesel
108289,mercedes-benz,classe-a,56 000DT,174 000km,5.2014,Citadine,Manuelle,1598cm³,4.0,6cv,Traction,Essence
108035,mercedes-benz,classe-e,110 000DT,252 000km,10.2017,Berline,Automatique,1598cm³,4.0,9cv,Traction,Essence
107973,mercedes-benz,ml,56 000DT,237 000km,1.2006,SUV/4x4,Automatique,2998cm³,4.0,15cv,Traction,Diesel
107754,mercedes-benz,classe-c,119 000DT,146 000km,3.2017,Berline,Automatique,1595cm³,4.0,8cv,Traction,Essence
107711,mercedes-benz,classe-e,260 000DT,37 000km,11.2021,Berline,Automatique,1998cm³,4.0,10cv,Traction,Hybride essence
107606,mercedes-benz,classe-s,78 000DT,112 000km,7.2007,Berline,Automatique,3498cm³,4.0,19cv,Traction,Essence
107559,mercedes-benz,classe-e-coupe,49 500DT,194 000km,10.2009,Coupé,Automatique,1798cm³,2.0,12cv,Traction,Essence
107404,mercedes-benz,classe-e,63 900DT,189 000km,11.2009,Berline,Automatique,2198cm³,4.0,11cv,Traction,Diesel
107285,mercedes-benz,cla,77 500DT,191 000km,12.2013,Berline,Automatique,1598cm³,4.0,8cv,Traction,Essence
106865,mercedes-benz,cla,185 370DT,36 000km,9.2022,Berline,Automatique,1332cm³,4.0,7cv,Traction,Essence
106153,mercedes-benz,classe-e,57 000DT,160 000km,4.2009,Berline,Automatique,2198cm³,4.0,12cv,Traction,Diesel
106098,mercedes-benz,classe-c,125 000DT,157 000km,6.2016,Berline,Automatique,1598cm³,4.0,6cv,Traction,Diesel
106095,mercedes-benz,classe-e,248 000DT,15 000km,2.2022,Berline,Automatique,1498cm³,4.0,9cv,Traction,Essence
105864,mercedes-benz,classe-c,49 500DT,185 000km,9.2009,Berline,Automatique,1598cm³,4.0,9cv,Traction,Essence
105656,mercedes-benz,gla,92 000DT,97 000km,4.2016,Citadine,Automatique,1598cm³,4.0,8cv,Traction,Essence
105520,mercedes-benz,classe-c,135 000DT,113 000km,11.2017,Berline,Automatique,1598cm³,4.0,8cv,Traction,Essence
105240,mercedes-benz,classe-a,129 000DT,101 000km,12.202,Citadine,Automatique,1298cm³,4.0,7cv,Traction,Essence
105236,mercedes-benz,classe-e,119 000DT,223 000km,5.2017,Berline,Automatique,1598cm³,4.0,9cv,Traction,Essence
105174,mercedes-benz,classe-c,145 000DT,112 000km,9.2019,Berline,Automatique,1498cm³,4.0,10cv,Traction,Hybride essence
104102,mercedes-benz,cla,92 000DT,239 000km,5.2017,Berline,Automatique,1598cm³,4.0,7cv,Traction,Essence
104066,mercedes-benz,classe-e,55 000DT,199 000km,2.201,Berline,Automatique,1789cm³,4.0,11cv,Traction,Essence
103521,mercedes-benz,cla,149 500DT,70 000km,12.2021,Berline,Automatique,1298cm³,4.0,7cv,Traction,Essence
103312,mercedes-benz,classe-e,64 500DT,238 000km,8.2009,Berline,Automatique,2143cm³,5.0,9cv,Propulsion,Diesel
103129,mercedes-benz,classe-a,85 900DT,137 000km,12.2019,Citadine,Automatique,1298cm³,4.0,7cv,Traction,Essence
102615,mercedes-benz,gla,118 000DT,65 000km,3.2016,Citadine,Automatique,1595cm³,4.0,8cv,Traction,Essence
102142,mercedes-benz,classe-a,62 000DT,182 000km,3.2013,Citadine,Manuelle,1598cm³,4.0,7cv,Traction,Essence
101641,mercedes-benz,cla,115 000DT,20 000km,4.2018,Berline,Automatique,1598cm³,4.0,7cv,Traction,Essence
100742,mercedes-benz,classe-s,95 000DT,151 000km,8.2008,Berline,Automatique,3499cm³,4.0,19cv,Traction,Essence
99747,mercedes-benz,cla,134 900DT,59 000km,12.2019,Berline,Automatique,1299cm³,4.0,7cv,Traction,Essence
98425,mercedes-benz,classe-e,32 000DT,276 000km,12.2003,Berline,Automatique,1998cm³,4.0,10cv,Traction,Essence
92747,mercedes-benz,cls,55 500DT,178 000km,3.2009,Berline,Automatique,2897cm³,4.0,15cv,Propulsion,Essence
88712,mercedes-benz,classe-c,119 000DT,143 000km,7.2018,Berline,Automatique,1598cm³,4.0,9cv,Traction,Essence
108682,mercedes-benz,ml,80 000DT,160 000km,7.201,Berline,Automatique,3500cm³,5.0,15cv,Intégrale,Diesel
108340,mercedes-benz,cla,170 000DT,25 000km,8.2021,Berline,Automatique,1399cm³,4.0,8cv,Traction,Hybride essence
106120,mercedes-benz,classe-a,130 000DT,35 000km,8.202,Citadine,Automatique,1500cm³,5.0,8cv,Traction,Hybride rechargeable essence
109001,mercedes-benz,classe-e,228 000DT,98 000km,2.2021,Berline,Automatique,1998cm³,5.0,11cv,Traction,Hybride rechargeable diesel
105972,mercedes-benz,cla,145 000DT,138 000km,6.202,Berline,Automatique,1499cm³,5.0,6cv,Traction,Diesel
87599,mercedes-benz,classe-e-coupe,62 000DT,160 000km,12.2011,Coupé,Automatique,899cm³,3.0,11cv,Propulsion,Essence
108909,mercedes-benz,glc,197 000DT,130 000km,9.2018,Autres,Automatique,1991cm³,5.0,10cv,Traction,Hybride rechargeable essence
107366,mercedes-benz,classe-e,168 000DT,158 000km,8.202,Berline,Automatique,1597cm³,5.0,8cv,Traction,Diesel
109424,mercedes-benz,cla,166 000DT,65 000km,1.2022,Berline,Automatique,1300cm³,4.0,8cv,Traction,Essence
103889,mercedes-benz,glc-coupe,256 000DT,29 000km,1.2021,SUV/4x4,Automatique,1998cm³,5.0,12cv,Propulsion,Hybride rechargeable essence
109215,mercedes-benz,classe-a,125 000DT,35 000km,4.2019,Citadine,Automatique,1332cm³,5.0,8cv,Traction,Essence
106625,mercedes-benz,classe-e,138 000DT,132 000km,9.2017,Berline,Automatique,1600cm³,5.0,9cv,Traction,Essence
107439,mercedes-benz,classe-c,55 500DT,235 000km,8.2013,Berline,Manuelle,1600cm³,5.0,9cv,Traction,Essence
106289,mercedes-benz,classe-c,89 000DT,164 000km,7.2014,Berline,Automatique,1600cm³,5.0,9cv,Traction,Essence
109019,mercedes-benz,glc-hybride,285 000DT,46 000km,10.2021,SUV/4x4,Automatique,1999cm³,5.0,10cv,Traction,Hybride rechargeable essence
108443,mercedes-benz,classe-c,150 000DT,115 000km,3.202,Berline,Automatique,1600cm³,4.0,8cv,Intégrale,Diesel
108003,mercedes-benz,classe-e,430 000DT,0km,6.2024,Berline,Automatique,2000cm³,4.0,10cv,Intégrale,Essence
107983,mercedes-benz,gle-coupe,420 000DT,30 000km,12.2022,SUV/4x4,Automatique,2000cm³,4.0,8cv,Intégrale,Hybride rechargeable diesel
107981,mercedes-benz,glc-coupe,440 000DT,0km,4.2024,SUV/4x4,Automatique,2000cm³,4.0,11cv,Intégrale,Hybride rechargeable essence
107979,mercedes-benz,classe-c,185 000DT,9 000km,6.202,Berline,Automatique,1500cm³,4.0,10cv,Intégrale,Hybride essence
107959,mercedes-benz,classe-e,110 000DT,60 000km,12.2012,Berline,Automatique,3000cm³,4.0,15cv,Intégrale,Essence
107941,mercedes-benz,ml,75 000DT,127 000km,9.201,SUV/4x4,Automatique,3500cm³,4.0,19cv,Intégrale,Essence
107937,mercedes-benz,cla,220 000DT,16 000km,7.2023,Berline,Automatique,1400cm³,4.0,9cv,Intégrale,Hybride rechargeable essence
109458,mercedes-benz,glc-coupe,250 000DT,24 804km,6.202,SUV/4x4,Automatique,1991cm³,4.0,11cv,Traction,Essence
102855,mercedes-benz,cl,95 000DT,115 000km,8.2008,Coupé,Automatique,2510cm³,4.0,30cv,Traction,Essence
108810,mercedes-benz,classe-c,139 000DT,36 000km,7.202,Berline,Automatique,1497cm³,4.0,9cv,Traction,Essence
106960,mercedes-benz,classe-e-coupe,230 000DT,80 000km,12.2019,Coupé,Automatique,2000cm³,2.0,12cv,Traction,Essence
109452,mercedes-benz,cla,149 000DT,112 000km,1.202,Berline,Automatique,1332cm³,4.0,8cv,Traction,Essence
109416,mercedes-benz,ml,70 000DT,195 000km,7.2011,SUV/4x4,Automatique,3500cm³,5.0,19cv,Propulsion,Essence
108894,mercedes-benz,classe-e,240 000DT,100 000km,6.2021,Berline,Automatique,2000cm³,5.0,11cv,Traction,Hybride rechargeable diesel
108356,mercedes-benz,cla,78 000DT,160 000km,10.2013,Berline,Automatique,1800cm³,4.0,8cv,Intégrale,Essence
108194,mercedes-benz,cls,85 000DT,250 000km,9.2011,Citadine,Automatique,3000cm³,4.0,10cv,Traction,Diesel
107988,mercedes-benz,classe-e,118 000DT,154 000km,7.2018,Berline,Automatique,1600cm³,5.0,9cv,Traction,Essence
107987,mercedes-benz,classe-e,128 000DT,107 000km,7.2018,Berline,Automatique,1600cm³,5.0,9cv,Traction,Essence
107946,mercedes-benz,classe-c,110 000DT,120 000km,2.2019,Berline,Automatique,2000cm³,5.0,8cv,Propulsion,Essence
107888,mercedes-benz,glc,153 000DT,142 000km,6.2017,SUV/4x4,Automatique,2000cm³,5.0,12cv,Traction,Essence
107641,mercedes-benz,gle-coupe,375 000DT,74 000km,9.2021,SUV/4x4,Automatique,3500cm³,4.0,8cv,Propulsion,Hybride rechargeable diesel
106928,mercedes-benz,gla,115 000DT,67 000km,8.2016,SUV/4x4,Automatique,2000cm³,4.0,8cv,Intégrale,Essence
106743,mercedes-benz,classe-e,59 000DT,161 000km,10.2009,Berline,Automatique,2500cm³,4.0,12cv,Propulsion,Diesel
106728,mercedes-benz,ml,79 000DT,250 000km,7.201,SUV/4x4,Automatique,3200cm³,5.0,15cv,Intégrale,Diesel
108359,mercedes-benz,classe-c,165 000DT,54 000km,12.2018,Berline,Automatique,1497cm³,5.0,11cv,Intégrale,Hybride essence
108226,mercedes-benz,classe-a,135 000DT,66 000km,3.2021,Berline,Automatique,1332cm³,5.0,8cv,Traction,Hybride rechargeable essence
109446,mercedes-benz,classe-e,57 000DT,280 000km,9.2009,Berline,Automatique,3000cm³,5.0,10cv,Intégrale,Diesel
107892,mercedes-benz,classe-c,225 000DT,32 178km,12.2022,Berline,Automatique,1496cm³,4.0,11cv,Intégrale,Essence
106788,mercedes-benz,classe-a,175 000DT,72 290km,9.2016,Coupé,Automatique,1991cm³,4.0,26cv,Traction,Essence
101792,mercedes-benz,glc-coupe,365 000DT,26 997km,7.2023,SUV/4x4,Automatique,1999cm³,4.0,12cv,Intégrale,Hybride essence
108665,mercedes-benz,glc-coupe,380 000DT,1 000km,5.2024,SUV/4x4,Automatique,1989cm³,4.0,11cv,Propulsion,Essence
109322,mercedes-benz,classe-e,64 000DT,150 000km,8.2009,Berline,Automatique,2996cm³,5.0,15cv,Traction,Essence
109189,mercedes-benz,glc-coupe,260 000DT,41 765km,10.2021,SUV/4x4,Automatique,2000cm³,4.0,12cv,Traction,Hybride rechargeable essence
108962,mercedes-benz,classe-e,240 000DT,100 756km,10.2021,Berline,Automatique,2000cm³,4.0,11cv,Traction,Hybride rechargeable diesel
108928,mercedes-benz,glc-coupe,260 000DT,47 000km,7.2021,SUV/4x4,Automatique,2000cm³,4.0,12cv,Traction,Hybride rechargeable essence
108827,mercedes-benz,cla,97 000DT,125 043km,6.2018,Berline,Automatique,1600cm³,4.0,7cv,Traction,Essence
108175,mercedes-benz,classe-e,165 000DT,55 001km,5.2019,Berline,Automatique,1600cm³,4.0,9cv,Traction,Essence
108174,mercedes-benz,classe-c,275 000DT,0km,3.2024,Berline,Automatique,1400cm³,4.0,9cv,Traction,Essence
107925,mercedes-benz,gla,230 000DT,10 730km,9.2023,SUV/4x4,Automatique,1400cm³,4.0,8cv,Traction,Hybride rechargeable essence
107923,mercedes-benz,classe-e,390 000DT,10 776km,10.2023,Berline,Automatique,2000cm³,4.0,11cv,Traction,Essence
107921,mercedes-benz,classe-c,185 000DT,50 893km,5.2022,Berline,Automatique,1500cm³,4.0,9cv,Traction,Essence
107654,mercedes-benz,cla,169 900DT,31 235km,7.2021,Coupé,Automatique,1300cm³,4.0,8cv,Traction,Hybride rechargeable essence
105120,mercedes-benz,glc-coupe,230 000DT,82 415km,9.202,Coupé,Automatique,2000cm³,4.0,10cv,Traction,Hybride rechargeable essence
104495,mercedes-benz,classe-c,65 000DT,249 000km,6.2011,Berline,Automatique,1800cm³,4.0,9cv,Traction,Essence
104184,mercedes-benz,classe-c,178 000DT,30 570km,12.2021,Berline,Automatique,1500cm³,4.0,8cv,Traction,Essence
104176,mercedes-benz,cla,225 000DT,1 000km,1.2024,Berline,Automatique,1400cm³,4.0,8cv,Traction,Hybride essence
101781,mercedes-benz,cla,185 000DT,18 500km,4.2023,Berline,Automatique,1400cm³,4.0,8cv,Traction,Hybride rechargeable essence
101219,mercedes-benz,classe-a,135 000DT,68 000km,10.2018,Berline,Automatique,1400cm³,4.0,8cv,Traction,Essence
100510,mercedes-benz,classe-c,145 000DT,145 000km,3.2019,Berline,Automatique,1600cm³,4.0,6cv,Traction,Diesel
100493,mercedes-benz,classe-a,119 000DT,141 000km,1.2019,Berline,Automatique,1300cm³,4.0,7cv,Traction,Diesel
107838,mercedes-benz,glc,220 000DT,39 000km,5.2018,SUV/4x4,Automatique,1950cm³,5.0,9cv,Traction,Diesel
106621,mercedes-benz,classe-c,90 000DT,176 000km,2.2016,Berline,Automatique,1595cm³,5.0,8cv,Traction,Essence
106005,mercedes-benz,glc-coupe,245 000DT,70 000km,3.202,SUV/4x4,Automatique,1991cm³,5.0,12cv,Traction,Hybride rechargeable essence
105794,mercedes-benz,classe-a,137 000DT,37 000km,3.2021,Compacte,Automatique,1332cm³,5.0,8cv,Traction,Hybride rechargeable essence
105009,mercedes-benz,gla,182 000DT,91 000km,7.2021,SUV/4x4,Automatique,1332cm³,5.0,9cv,Traction,Essence
104423,mercedes-benz,classe-c,215 000DT,35 000km,2.2022,Berline,Automatique,1496cm³,5.0,9cv,Traction,Essence
103250,mercedes-benz,glb,175 000DT,50 000km,6.2022,SUV/4x4,Automatique,1332cm³,4.0,9cv,Traction,Essence
101146,mercedes-benz,glc-coupe,360 000DT,6 600km,10.2023,SUV/4x4,Automatique,2000cm³,4.0,12cv,Intégrale,Essence
104375,mercedes-benz,cla,174 000DT,69 000km,11.2021,Autres,Automatique,1300cm³,4.0,8cv,Traction,Hybride rechargeable essence
107549,mercedes-benz,glc-coupe,400 000DT,0km,3.2024,SUV/4x4,Automatique,2000cm³,4.0,12cv,Intégrale,Essence
108063,mercedes-benz,classe-s,450 000DT,40 000km,8.202,Autres,Automatique,3000cm³,4.0,32cv,Intégrale,Hybride essence
103319,mercedes-benz,classe-e,245 000DT,9 000km,7.2022,Berline,Automatique,1600cm³,4.0,9cv,Traction,Essence
104380,mercedes-benz,classe-g,350 000DT,168 000km,10.201,SUV/4x4,Automatique,3000cm³,5.0,16cv,Intégrale,Diesel
104471,mercedes-benz,cla,148 000DT,93 000km,6.202,Autres,Automatique,1500cm³,4.0,6cv,Traction,Diesel
103002,mercedes-benz,classe-e-coupe,340 000DT,86 000km,11.2018,Berline,Automatique,3000cm³,5.0,33cv,Traction,Hybride essence
100070,mercedes-benz,ml,88 000DT,231 000km,6.201,SUV/4x4,Automatique,3000cm³,4.0,12cv,Intégrale,Diesel
106238,mercedes-benz,classe-g,630 000DT,30 000km,7.2015,SUV/4x4,Automatique,5500cm³,4.0,47cv,Intégrale,Essence
103212,mercedes-benz,classe-s,195 000DT,79 000km,1.2015,Berline,Automatique,2200cm³,5.0,11cv,Traction,Hybride diesel
109043,mercedes-benz,classe-e,155 000DT,95 000km,6.2018,Berline,Automatique,1598cm³,4.0,9cv,Traction,Essence
107932,mercedes-benz,gla,189 000DT,20 000km,6.2023,SUV/4x4,Automatique,1498cm³,4.0,7cv,Traction,Essence
86048,mercedes-benz,classe-c,161 290DT,135 000km,6.2019,Berline,Automatique,1598cm³,5.0,8cv,Traction,Essence
107829,mercedes-benz,classe-c-coupe,178 000DT,86 000km,5.2019,Coupé,Automatique,1498cm³,2.0,10cv,Traction,Hybride essence
103089,mercedes-benz,classe-s,122 000DT,165 000km,4.201,Berline,Automatique,3498cm³,4.0,18cv,Traction,Essence
94013,mercedes-benz,classe-s,98 000DT,147 000km,1.2009,Berline,Automatique,,,19cv,Traction,Essence
108889,mercedes-benz,classe-c,159 000DT,27 000km,1.2022,Berline,Automatique,1599cm³,5.0,8cv,Traction,Essence
108668,mercedes-benz,classe-x,205 000DT,68 000km,8.202,Pick up,Automatique,2000cm³,5.0,8cv,Traction,Diesel
108350,mercedes-benz,classe-c,255 100DT,20 000km,1.2023,Berline,Automatique,1599cm³,5.0,9cv,Traction,Essence
108347,mercedes-benz,cla,129 000DT,150 000km,8.202,Citadine,Manuelle,1799cm³,5.0,9cv,Traction,Essence
107626,mercedes-benz,gla,225 000DT,26 000km,4.2023,SUV/4x4,Automatique,1999cm³,5.0,8cv,Traction,Hybride rechargeable essence
107556,mercedes-benz,classe-c,152 000DT,120 000km,7.2019,Berline,Automatique,1599cm³,5.0,10cv,Traction,Hybride essence
107534,mercedes-benz,gla,173 000DT,90 000km,8.2021,SUV/4x4,Automatique,1999cm³,5.0,9cv,Traction,Essence
107421,mercedes-benz,cla,83 000DT,124 000km,1.2014,Berline,Automatique,1599cm³,5.0,9cv,Traction,Essence
107358,mercedes-benz,classe-c-coupe,63 000DT,200 000km,8.2012,Coupé,Automatique,1599cm³,3.0,9cv,Traction,Essence
106990,mercedes-benz,classe-c,152 000DT,120 000km,7.2019,Berline,Automatique,1497cm³,5.0,10cv,Traction,Hybride essence
106370,mercedes-benz,classe-c-coupe,167 000DT,130 000km,10.2018,Coupé,Automatique,1599cm³,3.0,8cv,Traction,Essence
105149,mercedes-benz,classe-s,630 000DT,3 000km,7.2022,Berline,Automatique,2999cm³,5.0,16cv,Traction,Hybride essence
104969,mercedes-benz,classe-c,235 000DT,50 000km,1.2023,Berline,Automatique,1800cm³,5.0,9cv,Traction,Essence
104729,mercedes-benz,glc,169 000DT,115 000km,10.2017,SUV/4x4,Automatique,2499cm³,5.0,12cv,Traction,Essence
104653,mercedes-benz,gla,235 000DT,12 000km,8.2023,SUV/4x4,Automatique,2000cm³,5.0,11cv,Traction,Essence
104590,mercedes-benz,glb,210 000DT,111 000km,1.2021,SUV/4x4,Automatique,2000cm³,5.0,9cv,Traction,Diesel
104154,mercedes-benz,classe-b,48 000DT,100 000km,8.2014,SUV/4x4,Manuelle,1600cm³,5.0,7cv,Traction,Essence
103862,mercedes-benz,classe-c-coupe,173 000DT,50 000km,9.2019,Coupé,Automatique,1599cm³,3.0,9cv,Traction,Essence
103543,mercedes-benz,cls,119 000DT,160 000km,9.2011,Berline,Automatique,2500cm³,5.0,11cv,Traction,Diesel
103541,mercedes-benz,gla,185 000DT,40 000km,3.2022,SUV/4x4,Automatique,1599cm³,5.0,7cv,Traction,Essence
103333,mercedes-benz,glc-coupe,189 000DT,190 000km,4.2017,SUV/4x4,Automatique,2143cm³,5.0,9cv,Traction,Diesel
103316,mercedes-benz,classe-c,89 000DT,170 000km,1.2016,Berline,Automatique,1599cm³,5.0,8cv,Traction,Essence
103286,mercedes-benz,glc-coupe,278 000DT,69 000km,8.202,SUV/4x4,Automatique,2000cm³,5.0,12cv,Traction,Hybride rechargeable essence
103275,mercedes-benz,classe-e,135 000DT,90 000km,8.2018,Berline,Automatique,1599cm³,5.0,9cv,Traction,Essence
102697,mercedes-benz,classe-e,291 800DT,8 000km,10.2022,Berline,Automatique,1599cm³,5.0,9cv,Traction,Essence
102360,mercedes-benz,classe-a,158 000DT,20 000km,9.2022,Citadine,Automatique,1599cm³,5.0,8cv,Traction,Essence
102252,mercedes-benz,classe-c,99 000DT,160 000km,10.2014,Berline,Automatique,1599cm³,5.0,9cv,Traction,Essence
101206,mercedes-benz,classe-e,51 000DT,330 000km,3.201,Berline,Automatique,1999cm³,5.0,10cv,Traction,Essence
101205,mercedes-benz,classe-e,77 000DT,330 000km,6.2011,Berline,Automatique,2199cm³,5.0,9cv,Traction,Diesel
101152,mercedes-benz,classe-c,240 000DT,16 000km,1.2023,Berline,Automatique,1599cm³,5.0,9cv,Traction,Essence
101148,mercedes-benz,cla,81 000DT,163 000km,7.2014,Citadine,Automatique,1599cm³,5.0,7cv,Traction,Essence
100970,mercedes-benz,cla,169 000DT,30 000km,12.2021,Citadine,Automatique,1599cm³,5.0,7cv,Traction,Essence
100960,mercedes-benz,classe-a,98 000DT,50 000km,7.2019,Citadine,Automatique,1599cm³,5.0,6cv,Traction,Diesel
100773,mercedes-benz,classe-c,205 000DT,40 000km,8.2022,Berline,Automatique,1600cm³,5.0,9cv,Traction,Essence
100604,mercedes-benz,classe-c,264 200DT,50 000km,7.2022,Berline,Automatique,1399cm³,5.0,9cv,Traction,Essence
100524,mercedes-benz,cla,79 000DT,240 000km,7.2013,Citadine,Automatique,2143cm³,5.0,9cv,Traction,Diesel
100182,mercedes-benz,classe-s,78 000DT,170 000km,7.2008,Berline,Automatique,3450cm³,5.0,19cv,Traction,Essence
99834,mercedes-benz,classe-c-coupe,179 000DT,40 000km,9.2019,Coupé,Automatique,1599cm³,3.0,9cv,Traction,Essence
99646,mercedes-benz,classe-c,208 000DT,40 000km,2.2022,Berline,Automatique,1500cm³,5.0,9cv,Traction,Essence
99497,mercedes-benz,cla,169 000DT,20 000km,10.202,Citadine,Automatique,1599cm³,5.0,7cv,Traction,Essence
99369,mercedes-benz,gla,113 000DT,74 000km,1.2016,SUV/4x4,Automatique,1595cm³,5.0,8cv,Traction,Essence
99259,mercedes-benz,classe-c,115 000DT,170 000km,8.2014,Berline,Automatique,1599cm³,5.0,9cv,Traction,Essence
98044,mercedes-benz,classe-c,205 000DT,35 000km,1.202,Berline,Automatique,1998cm³,4.0,6cv,Propulsion,Hybride rechargeable essence
97161,mercedes-benz,classe-e,77 000DT,135 000km,7.2011,Citadine,Automatique,1800cm³,5.0,10cv,Traction,Essence
97159,mercedes-benz,classe-c,215 000DT,80 000km,6.2022,Citadine,Automatique,1599cm³,5.0,9cv,Traction,Essence
96178,mercedes-benz,classe-a,172 000DT,15 000km,1.2022,Citadine,Automatique,,,8cv,Traction,Essence
96177,mercedes-benz,classe-c,148 000DT,80 000km,7.2019,Citadine,Automatique,,,9cv,Traction,Diesel
109350,mercedes-benz,classe-c,59 500DT,226 000km,5.2013,Berline,Automatique,1600cm³,5.0,9cv,Propulsion,Essence
108927,mercedes-benz,classe-e,64 500DT,197 000km,11.201,Berline,Automatique,1800cm³,5.0,11cv,Propulsion,Essence
108808,mercedes-benz,classe-a,108 000DT,100 000km,6.202,Citadine,Automatique,1400cm³,5.0,7cv,Traction,Essence
106592,mercedes-benz,classe-e,248 000DT,15 000km,2.2022,Berline,Automatique,1499cm³,5.0,9cv,Propulsion,Essence
